id,startup_id,tipo,titulo,conteudo_texto,url_fonte,data_publicacao
doc-16-2,startup-16,noticia,A tecnologia de Maceio que ja traduziu 3 bilhoes de palavras - e agora vai ser global,"Um jovem alagoano estava a mais de um mes atrasado para o inicio das aulas de comunicacao social. Isso porque o professor propos uma atividade: criar uma ideia inovadora. Foi naquele dia. ""Pensei que poderia criar algo que mudaria o mundo de alguma forma. Acho que isso e uma coisa do nordestino mesmo."" Se Tenorio tivesse se matriculado um dia depois, a historia poderia ser outra. Hoje, a empresa ja traduziu mais de 3 bilhoes de palavras. Mas foram mais quatro anos ate aquela atividade de sala de aula sair da gaveta e virar um projeto real. Nos meses seguintes, a Hand Talk conquistou reconhecimento internacional. Em 2013, ganhou o premio de Melhor Aplicativo Social do Mundo da ONU. O aplicativo Hand Talk foi lancado oficialmente em agosto de 2013, com o objetivo de traduzir palavras em Libras por meio de um avatar 3D. O ponto de virada veio com o lancamento do Hand Talk Plugin. A ferramenta transforma paginas de internet em espacos acessiveis para pessoas surdas, algo ate entao desconhecido pelo mercado. ""As empresas nem sabiam que tinham barreira de acessibilidade nos sites. Tinhamos que educar o mercado."" O primeiro grande cliente foi o Magazine Luiza, parceiro da startup ate hoje. Hoje, ja trabalha com Chevrolet, Hershey's, LG, Sodexo e Samsung. Em 2018, a startup captou R$ 2,5 milhoes, seguida por mais R$ 3,5 milhoes no programa Google Impact Challenge. Neste meio tempo, a Hand Talk lancou novas versoes do aplicativo para smartphone, um novo avatar chamado Maya, contratou 100 funcionarios. O capitulo mais recente da historia e a aquisicao pela Sorenson, uma das maiores empresas de tecnologia para pessoas surdas no mundo, anunciada em janeiro de 2025.",https://exame.com/negocios/a-tecnologia-de-maceio-que-ja-traduziu-3-bilhoes-de-palavras-e-agora-vai-ser-global/,2025-09-02
doc-16-3,startup-16,noticia,Hand Talk Case Study - Google for Startups,"Estima-se que 5% da populacao mundial sofre com problemas auditivos. Isso equivale a mais ou menos 466 milhoes de pessoas ao redor do mundo. No Brasil, esse percentual nao e muito diferente. Em 2010, o censo do IBGE apontou que 10 milhoes de pessoas sofriam com esse mesmo problema. Para romper as barreiras da comunicacao e torna-la cada vez mais inclusiva, nasce o Hand Talk, um aplicativo brasileiro que traduz audios e textos para a lingua de sinais. Criado em 2012 pelo publicitario Ronaldo Tenorio, o analista de sistemas Carlos Wanderlan e o arquiteto especialista em 3D Thadeu Luz, a ideia era, a principio, uma especie de dicionario de bolso. Alem disso, o aplicativo tambem conta com uma sessao educativa chamada Hugo Ensina. A acessibilidade digital, apesar de estar prevista na lei brasileira desde janeiro de 2016, ainda e uma realidade distante no pais: somente 0,74% dos sites brasileiros sao acessiveis. Como a lingua de sinais nao e universal, os fundadores da startup, ao participarem do Desafio de Impacto em Inteligencia Artificial do Google, a empresa foi uma das 20 organizacoes selecionadas, sendo a unica brasileira, para receber um aporte de US$ 750 mil do Google.org. A ASL e uma das linguas de sinais mais utilizadas no mundo, estando presente na comunicacao de cerca de 2 milhoes de pessoas nos Estados Unidos.",https://startup.google.com/intl/pt-BR_ALL/alumni/stories/handtalk/,nao encontrado
doc-17-1,startup-17,site institucional,"Cobli - Rastreamento, telemetria e gestao de frotas","Rastreamento de frotas Cobli: descomplique sua gestao. A plataforma que potencializa sua frota com videotelemetria, telemetria e aplicativos moveis! Reduza custos, melhore a produtividade e otimize jornadas de trabalho com uma plataforma que oferece a visibilidade mais detalhada do mercado. 25% de reducao de acidentes na frota. Solucao para os principais problemas da sua gestao. O rastreamento com videotelemetria e telemetria permite ter mais controle e visibilidade da operacao. Custos: eliminacao de gastos com combustivel, manutencao e custos administrativos. Produtividade: identificacao de melhorias, aumentando servicos e entregas. Controle: conformidade operacional e regulamentar para uma gestao com mais fluidez. Seguranca: melhores condicoes de seguranca e protecao dos funcionarios e terceiros. Cobli Cam Fadiga: aumente o cuidado e previna acidentes. Mais seguranca para a sua operacao com a solucao de videotelemetria que, por meio de Inteligencia Artificial, identifica automaticamente sinais de cansaco, distracao ao volante e direcao perigosa, permitindo ao gestor realizar verificacoes em poucos minutos. Telemetria avancada via Rede CAN: dados precisos e confiaveis. A telemetria avancada via Rede CAN oferece uma leitura completa dos dados diretamente da central eletronica dos veiculos, proporcionando mais visibilidade e confiabilidade sobre todas as informacoes da sua frota. Descomplicamos a gestao e potencializamos a sua frota. Nossa plataforma de inteligencia ajuda gestores a conectarem suas frotas a melhor versao que elas podem ser. +R$ 350 milhoes em investimento. Todos os estados do Brasil e 04 paises. +01 bilhao de dados analisados desde 2017. Premio Harvard New Ventures. 400 Coblers colaborando para conectar frotas as suas melhores versoes. + 150 industrias: atendemos diversos tipos de industrias e servicos, em todo o Brasil.",https://www.cobli.co/,nao encontrado
doc-17-2,startup-17,blog,Saiba tudo sobre a historia da Cobli,"A historia da Cobli comeca em 2015 quando Parker Treacy, empreendedor americano do setor automotivo-financeiro, graduado em Matematica pela Universidade Duke e MBA pela Universidade de Harvard, encontrou no Brasil uma grande oportunidade de negocios. Com foco inicial em B2C, o intuito da Cobli era vender o dispositivo Cobli para motoristas, a fim de simplificar os cuidados com o carro. Na epoca, a empresa tinha apenas cinco funcionarios. Inauguramos tambem, junto com a Liberty Seguros, o conceito de precificacao dinamica de seguro, que avaliava os motoristas segurados por meio de algoritmos de machine learning, entre outras tecnicas computacionais, com o objetivo de precificar o seguro de acordo com o perfil de direcao do condutor. Mas entao, nos decidimos mudar. Em vez de focar em B2C, entendemos que seria melhor para o mercado trabalhar com B2B. Em janeiro de 2016, lancamos nossa primeira plataforma para frotas inteligentes, desenvolvida utilizando analises de dados e aprendizado de maquina. Ainda em 2016, nos tornamos a primeira empresa da America Latina a conquistar o premio Harvard New Venture, da Universidade de Harvard. Graças ao potencial do nosso negocio, a Cobli desbancou 190 concorrentes. Pela excelencia no aumento da seguranca dos motoristas brasileiros atraves de machine learning, a Fundacao de Amparo a Pesquisa do Estado de Sao Paulo (FAPESP) nos concedeu R$ 579 mil. Chegando na reta final de 2019, levantamos uma rodada de US$ 10 milhoes, liderada pelo fundo americano Fifth Wall Ventures. Terminamos o ano com quase 150 Coblers. Nossos aparelhos, conectados aos veiculos de nossos clientes, coletam e transmitem mais de 5 mil tipos de dados diarios.",https://www.cobli.co/blog/cobli-nossa-historia/,2018-01-10
doc-17-3,startup-17,noticia,SoftBank compra participacao na startup brasileira Cobli,"O fundo japones SoftBank esta liderando uma rodada de financiamento de R$ 175 milhoes (aproximadamente US$ 35 milhoes) na Cobli, uma startup brasileira de logistica. O Latin America Fund da SoftBank e acompanhado pela Qualcomm Ventures na arrecadacao de fundos, assim como os atuais acionistas da Cobli, incluindo Valor Capital, informou o cofundador Rodrigo Mourad, que criou a startup em 2017, junto com Parker Treacy. A startup com sede em Sao Paulo gerencia frotas conectando um dispositivo aos veiculos e reunindo informacoes que ajudam a planejar melhores rotas e prevenir danos e atende a mais de 3.000 empresas, incluindo varejistas e firmas de manutencao de telecomunicacoes. De acordo com a Bloomberg, os recursos serao usados para lancar um produto de seguro e expandir sua base de clientes, alem de contratar mais 300 funcionarios ate 2022. O investimento na Cobli faz parte da expansao do SoftBank no Brasil. O conglomerado japones investiu em tudo, desde empresas de servicos de entrega, como Loggi, a banco digital, aluguel de casas, corretoras de criptografia a e-commerce. O Softbank planeja investir US$ 5 bilhoes adicionais em empresas latino-americanas, dobrando seu compromisso com a regiao, conforme informou a Bloomberg em julho.",https://www.suno.com.br/noticias/softbank-compra-participacao-startup-brasileira-cobli/,2021-07-21
doc-18-1,startup-18,site institucional,Insights by Logcomex - portal oficial de conteudo da Logcomex,"Insights by Logcomex - Valor para o seu negocio, informacao para o seu dia. Noticias. Reports. Materiais. Categorias. Sobre a Logcomex. Login. Criar conta. Indice: Dolar 5,102. Euro 5,937. Bitcoin 437.949,990. Ibovespa 184.846,860. Dow Jones 53.636,300. Nasdaq 26.560,670. CDI 14,250. SELIC 14,250. Noticias: Santos, PR, SC, RS e ES: Os portos que mais vao sentir o tarifaco. Comercio global: Bloqueio no Mar Vermelho, tarifaco em vigor e fretes disparando. Recorde de importacao de soja pela China, corrida por investimentos em terras raras e mais. Reports: Acesse nossos relatorios exclusivos e tenha insights na palma da sua mao. Informacoes precisas e atualizadas para impulsionar suas decisoes. Setor quimico: Impactos do tarifaco dos EUA na cadeia produtiva - Tarifa de 25% entrou em vigor em 22/07/2026. Segundo a Abiquim, efeito indireto sobre cadeias clientes pode superar US$1 bilhao. Importacao de Diesel: O Brasil tem risco de desabastecimento? O Brasil chegou ao segundo semestre de 2026 mais dependente do diesel russo do que em qualquer outro momento recente. Imposto de importacao de 35% e o mercado de veiculos eletricos e hibridos no Brasil. Materiais: Estudo sobre leadtime e monitoramento de supply chain no Brasil. Industria Farmoquimica Global: como a inteligencia de mercado impulsiona o crescimento brasileiro. Relatorio de importacao: segmentos quimico, petroleo e automotivo. Assine nossa newsletter. Links Uteis: Sobre a Logcomex, Codigo de Etica e Conduta, Transparency FAQ, Termos.",https://insights.logcomex.com/,nao encontrado
doc-18-2,startup-18,noticia,LogComex: startup cria solucao inteligente de comercio exterior,"Gerar inteligencias para as empresas que atuam no comercio exterior. A solucao, complexa, e a essencia da startup LogComex, fundada em 2016, em Curitiba, pelo CEO Helmuth Hofstatter, Carlos Souza e Almir Neves. A LogComex trabalha com tecnologia fina que visa a melhorar os resultados de operacao logistica das empresas. Com tecnologias de big data, tracking e automacao, a empresa desenvolveu uma solucao que coleta e analisa milhares de informacoes em tempo real, com vistas a garantir previsibilidade da cadeia logistica. A solucao e comercializada na modalidade de software como servico (SaaS - Software as a Service). Em 2017, foi acelerada pela ACCE, maior aceleradora da America Latina, que adquiriu 10% da empresa. Agora a startup esta conversando com outros fundos para uma captacao serie A - entre R$ 3 milhoes e R$ 5 milhoes. Segundo Helmuth Hofstatter, CEO da LogComex, a empresa coleta informacoes na cadeia, processando as transacoes e disponibilizando analises. A tecnologia faz o rastreamento da carga de importadores e exportadores em tempo real, da origem ao destino, acessando os sistemas dos fornecedores. Todo o rastreamento e processado em uma unica plataforma web na nuvem, concentrando informacoes coletadas dos operadores logisticos e fornecedores dos clientes. Hoje ja temos 140 clientes. O monitoramento e disponibilizado para o cliente, e sao gerados relatorios de localizacao e status das cargas.",https://www.gazetadopovo.com.br/economia/comercio-exterior-inteligente-startup-coloca-robos-em-toda-a-cadeia-logistica-buhmeab82mxsbfmlbbdnb2xnc/,2018-11-13
doc-18-3,startup-18,noticia,"Startup com tecnologia para Comercio Exterior recebe aporte de R$ 53,6 milhoes","A LogComex, startup que oferece inteligencia por meio de Big Data para o comercio exterior, recebeu um aporte de US$10,3 milhoes (R$ 53,6 milhoes) pela conversao atual - em rodada Series A liderada por Alexia Ventures e Igah Ventures, com participacao da Endeavor Scale Up Ventures e dos investidores atuais da companhia. A empresa, fundada em 2016, comecou sua operacao trazendo transformacao digital para portos e recintos alfandegados, expandindo depois para operadores logisticos como agentes de cargas, armadores e companhias aereas. Com o investimento, existem dois objetivos claros: aumentar a participacao no mercado de importadores e exportadores e acelerar o processo de internacionalizacao. A startup pretende tambem lancar novas solucoes para todos os segmentos de mercado que se conectam com o comercio exterior. Todas as empresas envolvidas no mercado de comercio exterior carecem de tecnologia, dados e inteligencia, seja para automacao de processos ou para informacoes mais assertivas. Existe uma assimetria muito grande de informacoes entre os diferentes players da cadeia, tornando o processo de importacao e exportacao muito complexo e ineficiente. As solucoes que a LogComex oferece transformam processos que, em muitos casos, ainda sao feitos manualmente. Sem dados assertivos, importadores e exportadores acabam perdendo tempo e dinheiro nesse processo.",https://startupi.com.br/startup-com-tecnologia-para-comercio-exterior-recebe-aporte-de-r-536-milhoes/,2021-08-06
doc-19-1,startup-19,site institucional,Sobre | Looqbox,"Sobre nos. No Looqbox, entregamos insights para a linha de frente das empresas. Nosso proposito: estamos comprometidos em entregar insights para a linha de frente e transformar a cultura de dados nas empresas. Nosso proposito e fornecer solucoes de analise de dados acessiveis e intuitivas, usando nossa tecnologia para transformar informacoes em insights, impulsionando o sucesso de cada colaborador e da empresa como um todo. Nossa historia. 2013: O produto Looqbox surgiu em dezembro de 2013, fruto da visao dos irmaos e entusiastas da tecnologia, Rodrigo Murta e Daniel Murta. Inspirados pela busca de uma solucao que simplificasse o acesso aos dados operacionais diarios para facilitar a tomada de decisoes, apostaram na Linguagem Natural como meio, e encontraram seu primeiro cliente na rede de supermercados St. Marche. 2015: Com investimento familiar inicial, o projeto se torna a startup conhecida como Looqbox. 2016: A jornada de inovacao continuou, com sua entrada no Cubo Itau em 2016. 2017: Em 2017 se iniciaram projetos com grandes empresas e a conquista do primeiro cliente, o Grupo Casas Bahia. 2022: Em 2022 recebeu um aporte de 15 milhoes de reais que veio reforcar sua trajetoria inovadora no universo do Business Intelligence. 2024: Hoje, o Looqbox e uma plataforma de insights para a linha de frente, permitindo consultas simples e eficazes, independentemente de conhecimento tecnico. Com mais de 4,1 milhoes de perguntas feitas nos ultimos 12 meses e R$11 bilhoes em vendas consultadas por mes, o Looqbox demonstra a acessibilidade aos dados na tomada de decisoes empresariais.",https://looqbox.com/sobre/,nao encontrado
doc-19-2,startup-19,blog,Looqbox na SBVC: fazendo o varejo brasileiro mais agil e eficiente,"O que Magazine Luiza, Via Varejo, GPA e Lojas Americanas tem em comum? As quatro das 10 maiores varejistas do Brasil fazem uso da solucao Looqbox, ou seja, estao apenas a um clique de ter acesso as suas informacoes estrategicas, seja pela equipe de vendas na ponta ou pelos tomadores de decisao C-level. A ferramenta de Business Intelligence (BI) da Looqbox, que funciona como um Google para os dados da empresa, conseguiu levar essas gigantes e seus demais clientes ao verdadeiro patamar de empresas data-driven, quer dizer: baseiam suas decisoes e planejamentos em analise de dados. Ranqueadas pela Sociedade Brasileira de Varejo e Consumo (SBVC), as 300 maiores empresas do varejo do pais tiveram, no ultimo dia 5 de dezembro de 2021, uma noite de comemoracao por sua expressiva atuacao na economia nacional. Dada a importancia do evento, a Looqbox participou e figurou como uma de suas patrocinadoras. De acordo com o CEO Rodrigo Murta, a presenca da startup no premio foi fundamental para colocar em pratica uma de suas premissas de vendas preferida, a triade Conhecer-Gostar-Confiar. A participacao no evento ajuda a fechar essa triade: as empresas presentes passam a conhecer a solucao, sua praticidade e o valor que ela agrega; tomam conhecimento das grandes marcas que ja usam o Looqbox; e isso chancela a confianca em nos, pois essas grandes marcas passam a credibilidade do nosso produto, explica Murta. A conjuntura de pandemia forcou a aceleracao do processo de digitalizacao dessas empresas de varejo.",https://looqbox.com/blog/looqbox-sbvc/,2021-12-15
doc-19-3,startup-19,noticia,Os irmaos de Belem do Para que sonham em organizar as empresas do Brasil,"Quando voce pensa em inteligencia artificial, o que vem a mente? Talvez o ChatGPT, aquele que conversa e entende as perguntas de forma simples e rapida. Agora, imagine uma versao corporativa dessa tecnologia, capaz de acessar diretamente os dados de vendas, estoque e desempenho da empresa, tudo em tempo real. Essa e a proposta do Looqbox, que acaba de anunciar o lancamento do produto Agente de Dados. Criado por Rodrigo e Daniel Murta, o Looqbox surgiu em 2013 para resolver um problema simples, mas crucial no mercado: a dificuldade das empresas em acessar dados estrategicos de forma rapida e pratica. Cerca de doze anos atras, os irmaos de Belem do Para, com formacoes complementares em fisica e administracao, decidiram se juntar para empreender. Os dados existiam, mas nao chegavam a linha de frente no ritmo do varejo, conta Rodrigo, CEO da empresa. Antes, as equipes dependiam de relatorios, planilhas e analises demoradas. A plataforma da Looqbox permitiu que qualquer colaborador consulte dados em linguagem natural e tome decisoes mais rapidas. Comecamos com pilotos na rede St. Marche, focando em casos de uso de frente de loja com impacto claro em venda, diz Rodrigo. Em 2017, vieram projetos com grandes empresas, como o Grupo Casas Bahia - validacao que consolidou a tracao do Looqbox. De la para ca, a startup atingiu uma base de 40 mil usuarios e acompanha mais de R$ 68 bilhoes em vendas anuais. Hoje, o Looqbox fatura R$ 10,8 milhoes por ano e espera alcancar R$ 18 milhoes ate 2026 com o lancamento de um novo produto.",https://exame.com/negocios/looqbox-agente-dados-ia-inteligencia-artificial/,2025-08-25
doc-20-1,startup-20,site institucional,"Semantix - We Design, Build and Run Intelligent Enterprises","We Design, Build and Run Intelligent Enterprises. Operating AI-Driven Intelligent Enterprises at Scale. A Semantix e a plataforma que orquestra Empresas Inteligentes. Desenhamos, construimos e operamos ambientes empresariais em escala, transformando dados e inteligencia artificial em motores reais de eficiencia, decisao e evolucao continua dos negocios. Semantix Intelligent Platform: a transformacao de negocios complexos em Empresas Inteligentes exige mais do que tecnologia isolada. Ela exige uma arquitetura unificada. A Semantix Intelligent Platform e o nosso motor de orquestracao, construida sobre tres competencias estruturais e um ecossistema de parceiros integrado. Semantix AI Enterprise Suite: arquitetura de Inteligencia Artificial proprietaria que transforma tecnologia em resultados de negocio mensuraveis atraves da orquestracao de humanos e agentes inteligentes. Nossa suite integra dados, orquestracao, seguranca e governanca. Deep Data & Engineering: capacidade comprovada na construcao de fundacao de dados modernas, governadas e estruturada para sustentar inteligencia artificial em escala. Industrialized Enterprise Operations: capacidade de implementar, executar e operar ambientes criticos 24x7 com disciplina operacional enterprise. Nossos numeros falam por nos: +30 anos de experiencia em projetos de tecnologia; 24x7 suporte a operacoes criticas; +500 empresas atendidas pelo mundo. DNA Latino-Americano: Sao Paulo (BR), Londrina (BR), Porto Alegre (BR), Argentina, Uruguay, Colombia. Certificados de Seguranca Semantix: ISO 27001, ISO 27701, PCI-DSS, AICPA SOC 2 Type II.",https://www.semantix.ai/,nao encontrado
doc-20-2,startup-20,noticia,Semantix anuncia suite de IA dedicada a governanca,"Em um cenario de crescente adocao de Inteligencia Artificial nos negocios e avanco das regulamentacoes no Brasil e no mundo, a Semantix - deep tech brasileira referencia em Big Data, Analytics e Inteligencia Artificial - anuncia o lancamento do Safetix, sua nova solucao proprietaria de governanca de IA. Desenvolvido para atender as necessidades de conformidade regulatoria, transparencia operacional e seguranca reputacional, o Safetix surge como uma das poucas ferramentas do mercado com foco exclusivo em governanca de Inteligencia Artificial. Segundo dados da IDC (2024), 90% das grandes empresas brasileiras ja utilizam IA em processos criticos. Ao mesmo tempo, cresce a pressao regulatoria: o Projeto de Lei 2.338/2023 preve multas de ate R$ 50 milhoes por infracao e a LGPD ja resultou em sancoes importantes por falhas na protecao de dados. No cenario internacional, legislacoes como o AI Act europeu e normas setoriais nos EUA moldam um ambiente cada vez mais exigente para organizacoes que operam com IA. O lancamento marca tambem um novo momento da companhia, com foco em solucoes proprias, eficiencia operacional e geracao de valor em longo prazo. Vivemos um momento muito desafiador globalmente e agora estamos olhando no longo prazo com uma companhia geradora de caixa, com solucoes proprias, governanca, cultura e eficiencia, destaca o CEO da Semantix, Leonardo Santos.",https://inforchannel.com.br/2025/09/29/semantix-lanca-a-primeira-suite-de-ia-do-brasil-dedicada-a-governanca-unindo-visao-de-dados-inteligencia-artificial-e-conformidade-regulatoria/,2025-09-29
doc-20-3,startup-20,noticia,"Ele criou uma IA 100% brasileira, tirou a empresa da Nasdaq e vai faturar R$ 120 milhoes","Leonardo Santos cresceu na zona norte de Sao Paulo, filho de uma familia de classe media que apostou na educacao como diferencial. Estudou no Senac, teve os primeiros contatos com tecnologia ainda adolescente e, ja na vida adulta, passou pela Microsoft. Foi ali, trabalhando com grandes plataformas globais, que entendeu um incomodo que se tornaria missao: o Brasil consumia tecnologia, mas nao criava propriedade intelectual. Esse incomodo se transformou em oportunidade. Em 2010, Santos fundou a Semantix, quando o termo inteligencia artificial ainda era restrito ao meio academico. Comecou com projetos de big data, vendendo a ideia de que dados poderiam virar valor de negocio. O machine learning ja era real naquela epoca. So que ninguem chamava de IA, diz o executivo. O mercado era cetico, as empresas nao sabiam nem por onde comecar. A missao da Semantix era quase de evangelizacao. Mais de uma decada depois, a empresa ja tinha atendido bancos como Bradesco, comprado startups e se tornado a primeira deep tech da America Latina a abrir capital na Nasdaq. So que o que parecia um apice virou ponto de inflexao. Dois anos apos o IPO, Santos decidiu tirar a empresa do pregao americano, retomar o controle e voltar ao Brasil.",https://exame.com/negocios/ele-criou-uma-ia-100-brasileira-tirou-a-empresa-da-nasdaq-e-vai-faturar-r-120-milhoes/,2025-10-03
doc-21-1,startup-21,site institucional,Aquarela Analytics - AI for all: Resultados otimizados com eficiencia,"AI for all: Resultados otimizados com eficiencia. Impulsionando o potencial de grandes empresas com Inteligencia Artificial e Analytics. Solucoes objetivas para problemas complexos. Potencializando empresas com operacoes mais inteligentes. Otimizacao de receita, processos e maturidade analitica. Solucoes de Inteligencia Artificial e Analytics para desafios complexos. Utilizando nossa metodologia exclusiva de Cultura de Dados (DCM) e algoritmos de IA, entregamos solucoes inovadoras para diversos setores e industrias, desde o varejo ate a industria aeroespacial. Resultados obtidos por nossos clientes: +90mi de dolares em economia; -54% de deslocamento logistico; -8t de CO2 emitidos. Desenvolvemos solucoes de IA & Analytics que potencializam os resultados de grandes empresas. Data & AI Services - Transforme dados brutos em inteligencia estrategica com IA. Data & AI Solution - Solucoes avancadas em IA e analise de dados. Data & AI Products - Tecnologia de ponta para resolver desafios complexos. Mais de 10 anos de pesquisa e desenvolvimento aplicados a tecnologias exclusivas. DCM - Metodologia exclusiva para evolucao da maturidade analitica para uma organizacao data-driven. Aquarela Data Platform - Arquitetura modular que transforma dados em inteligencia escalavel para negocios data-driven. Clientes Globais e Nacionais: Randoncorp, Cyrela, Eleva Educacao, Prefeitura de Vitoria, Governo de SP, Governo Santa Catarina, RD Station, HC FMUSP, EATON, BRF, NTS, SPIC, Mercedes Benz, T-SYSTEMS, SIMAK, SCANIA, Telefonica Vivo, SOLAR BR Coca Cola, Auren, Embraer, Dow, Frasle, Frisia, Construtora Baggio, Atech. Nossos cases de sucesso: Gestao Orientada a Dados no Maior Hospital da America Latina.",https://aquare.la/,nao encontrado
doc-21-2,startup-21,blog,O que e inteligencia artificial (IA),"O que e inteligencia artificial (IA)? Na perspectiva de negocios, a Inteligencia Artificial pode ser dividida por seus paradigmas: simbolico, conexionista, evolucionista, swarm (de enxame) e ensemble (composta). Cada paradigma leva a um conjunto de possibilidades de aplicacao e consequentemente de negocios por conta de seus niveis de determinismo, generalizacao, reconhecimento de padroes, criatividade e autonomia. Iremos entender neste artigo o que e inteligencia artificial, as diferencas de cada paradigma - ilustrados por exemplos de aplicacoes -, e suas possibilidades na composicao de novos negocios de transformacao digital rumo a Industria 4.0. Para entendermos os paradigmas, precisamos primeiro discutir e esclarecer algumas duvidas a respeito de alguns conceitos em torno da IA. Inteligencia artificial e a automacao do comportamento inteligente, sendo dividida em cinco paradigmas (simbolico, conexionista, evolucionista, swarm e ensemble), cada um com diferentes possibilidades de gerar valor nos negocios da Industria 4.0. Dentre as diversas definicoes de IA, a que mais faz sentido no ponto de vista de negocios e justamente essa adaptacao da citacao de Luger e Stubblefield, feita em 1993: Inteligencia artificial trata-se da automacao do comportamento inteligente. Entendendo que produtos ou servicos geram negocios por meio da entrega de valor ao cliente final via encapsulamento do trabalho de alguem ou de algo. Da mesma forma que empacotamos toda a complexidade da producao de sorvete, vestuario, ou celulares em produtos e servicos, a possibilidade de automatizar o comportamento inteligente tem o mesmo apelo com relacao a percepcao de valor pelo cliente.",https://aquare.la/o-que-e-inteligencia-artificial/,2018-05-08
doc-21-3,startup-21,noticia,Aquarela Analytics e Embraer desenvolvem solucao com IA para aumentar eficiencia operacional,"A Embraer e a Aquarela Analytics realizaram durante dez meses uma avaliacao detalhada de mais de dois terabytes de informacao com o objetivo de promover uma maior integracao dos processos na cadeia de suprimentos. Dessa parceria, surgiu a solucao Smart Planning, que nao so otimiza o planejamento de estoque da Embraer, mas tambem permite estabelecer uma base solida para futuras inovacoes no segmento. O Smart Planning e a mais atualizada ferramenta de dados desenvolvida e integrada para tornar os processos da Embraer mais eficazes, conforme Dimas Tomelin, Vice-Presidente de Estrategia, Digital e Inovacao da Embraer. A ferramenta funciona como um painel de controle interativo sobre os materiais utilizados no processo produtivo das aeronaves, auxiliando o time de planejamento na gestao de compras e niveis de estoque a terem mais previsibilidade em caso de falta ou excesso de materiais gracas ao uso de inteligencia artificial e um modelo de predicao. Ao combinar o uso de duas metodologias - Agil por parte da Embraer e a Data Culture Methodology (DCM), da Aquarela Analytics - o projeto foi dividido em duas fases principais com duracao total de dez meses e contou desde a estruturacao de Framework para extracao, preparacao e desenvolvimento dos modelos de IA ate as camadas de visualizacao. Durante todo processo aplicamos toda nossa expertise em analise de dados, plataforma e algoritmos de inteligencia artificial para melhorar, transformar e integrar o sistema operacional da Embraer, afirma Marcos Santos, CEO da Aquarela Analytics.",https://www.acate.com.br/noticias/aquarela-analytics-e-embraer-desenvolvem-solucao-com-ia/,2026-02-05
doc-22-1,startup-22,blog,Contabilizei - Tudo o que voce precisa saber sobre contabilidade em portugues claro,"Tudo o que voce precisa saber sobre contabilidade em portugues claro. Conteudo completo e atualizado sobre contabilidade e impostos. Novo Anexo V e Extincao do Anexo VI - Saiba tudo sobre essas mudancas no Anexo VI e V. Calculadora do Novo Simples - Calcule automaticamente a Aliquota do Simples Nacional que sua empresa vai pagar. Calendario de Restituicao do Imposto de Renda - Veja quando voce vai receber a restituicao do IR. Tudo sobre o Imposto de Renda de Pessoa Fisica, ou IRPF - Tudo o que voce precisa saber para declarar seu imposto de renda. O que e o Contrato Social? - Explicamos tudo sobre o contrato social pra voce. NFS-e Nacional - A Nova nota fiscal de servico - Descubra tudo sobre a nova nota fiscal de servicos, NFS-e Nacional, e veja como voce vai ser afetado por ela. Como Integralizar o Capital Social da sua empresa - Veja o que e o Capital Social, qual sua Funcao e como Integralizar ele. Como Abrir sua Empresa (Gratis) - O passo a passo da abertura de empresa, tudo o que voce precisa saber para comecar seu negocio. Tabela de Atividades Permitidas no MEI - Veja a Tabela com o CNAE e descricao de todas as atividades permitidas no MEI. O Guia do MEI - Micro Empreendedor Individual. Contabilizei e Eleita uma das empresas mais Inovadoras do mundo. Lucro Presumido vs Simples Nacional: o que e, tabela e calculo. O Guia completo do Simples Nacional. Tabela NCM Completa. Tabela CNAE Completa. O que e o Pro-Labore e Distribuicao de Dividendos?",https://www.contabilizei.com.br/contabilidade-online/,nao encontrado
doc-22-2,startup-22,vaga,Carreiras na Contabilizei - portal oficial de vagas,"Transformamos a contabilidade com tecnologia de ponta, revolucionando a forma como micro e pequenos empreendedores cuidam de seus negocios no Brasil. Lider no segmento de abertura de empresas e gestao de CNPJs, a Contabilizei atende mais de 70 mil clientes em todo o Brasil com um time de mais de 1.200 pessoas. As solucoes incluem plataforma online, automacao de processos contabeis, integracao bancaria e fiscal, dashboards em tempo real, alem de atendimento com inteligencia artificial. Valores: Atuacao com proposito; Excelencia em resultados; Construcao colaborativa; Simplicidade operacional; Melhoria continua - Estamos 1% melhores todos os dias; Autenticidade. Modelos de trabalho: Remoto - Atividades realizadas remotamente em qualquer local do Brasil; Hibrido - Atividades realizadas ate 3x por semana remoto e ida ao escritorio. Escritorios em Sao Paulo e Curitiba, com atuacao em todo o Brasil. Programas de desenvolvimento: Impulsiona IA (programa para desenvolvimento estrategico em inteligencia artificial), AceleraTech (aceleracao de carreiras para profissionais de tecnologia), CTBZ Academy (universidade corporativa em formato LMS) e Liderei (desenvolvimento para gestores). Depoimento: Os treinamentos tem sido fundamentais para meu crescimento profissional. Alem de ampliar conhecimentos tecnicos, fortalecem confianca e capacidade de entregar com qualidade. Beneficios: plano de saude completo, odontologico, seguro de vida, psicoterapia online, acesso a academias (Total Pass), cartao flexivel de alimentacao (Flash Beneficios), programa de stock options (Invest-C) e dress code livre.",https://carreira.inhire.com.br/carreiras/contabilizei/,nao encontrado
